Id,Category,Sentence
8305,3,"The Four Feathers has rewards , from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes ."
15,4,"When compared to the usual , more somber festival entries , Davis ' highly personal brand of romantic comedy is a tart , smart breath of fresh air that stands out from the pack even if the picture itself is somewhat problematic ."
8794,3,"The powerful success of Read My Lips with such provocative material shows why , after only three films , director\/co-writer Jacques Audiard , though little known in this country , belongs in the very top rank of French filmmakers ."
10685,3,-LRB- The Cockettes -RRB- provides a window into a subculture hell-bent on expressing itself in every way imaginable . '
3745,0,"The slapstick is labored , and the bigger setpieces flat ."
4659,2,"Worth seeing once , but its charm quickly fades ."
3483,3,An elegant and sly deadpan comedy .
1606,4,"With an unflappable air of decadent urbanity , Everett remains a perfect Wildean actor , and a relaxed Firth displays impeccable comic skill ."
9538,1,"A nearly 21\/2 hours , the film is way too indulgent ."
3668,1,"The first hour is tedious though Ford and Neeson capably hold our interest , but its just not a thrilling movie ."
2132,3,"Tsai Ming-liang 's witty , wistful new film , What Time Is It There ?"
5564,3,It treats Ana 's journey with honesty that is tragically rare in the depiction of young women in film .
9400,3,"It 's funny and human and really pretty damned wonderful , all at once ."
5533,3,Gives an intriguing twist to the French coming-of-age genre .
2983,0,"The waterlogged script plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter ."
8107,1,"` Butterfingered ' is the word for the big-fisted direction of Jez Butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach ."
6682,3,"The cast ... keeps this pretty watchable , and casting Mick Jagger as director of the escort service was inspired ."
1212,4,This is a superior horror flick .
8482,1,"The problem with The Bread , My Sweet is that it 's far too sentimental ."
3505,2,"What ` Dumb and Dumber ' would have been without the vulgarity and with an intelligent , life-affirming script ."
7039,1,A reality-snubbing hodgepodge .
2208,1,"It does n't make for great cinema , but it is interesting to see where one 's imagination will lead when given the opportunity ."
9383,0,The cumulative effect of the movie is repulsive and depressing .
8088,1,"He 's just a sad aristocrat in tattered finery , and the film seems as deflated as he does ."
11121,1,"... while Dark Water is n't a complete wash -LRB- no pun intended -RRB- , watched side-by-side with Ringu , it ultimately comes off as a pale successor ."
1142,2,Bang !
9716,0,"Borstal Boy represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy ."
5321,4,Nicole Kidman makes it a party worth attending .
11305,1,"Ultimately , the film amounts to being lectured to by tech-geeks , if you 're up for that sort of thing ."
1504,0,"The pacing is deadly , the narration helps little and Naipaul , a juicy writer , is negated ."
777,4,The history is fascinating ; the action is dazzling .
6605,3,"What makes the film special is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music ."
5816,2,"If you 're not totally weirded - out by the notion of cinema as community-therapy spectacle , Quitting hits home with disorienting force ."
5160,2,It 's all a rather shapeless good time ...
5635,1,... most viewers will wish there had been more of the `` Queen '' and less of the `` Damned . ''
1328,1,"The April 2002 instalment of the American War for Independence , complete with loads of CGI and bushels of violence , but not a drop of human blood ."
90,3,A sensitive and astute first feature by Anne-Sophie Birot .
10344,4,A funny and touching film that is gorgeously acted by a British cast to rival Gosford Park 's .
5319,1,"Sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler ."
4221,2,Barely .
510,4,"Clever and unflinching in its comic barbs , Slap Her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up ."
9630,2,"Though uniformly well acted , especially by young Ballesta and Galan -LRB- a first-time actor -RRB- , writer\/director Achero Manas 's film is schematic and obvious ."
8748,1,"It dabbles all around , never gaining much momentum ."
4623,4,Filmmaker Tian Zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power .
2241,2,Falls short in explaining the music and its roots .
256,2,"The result is more depressing than liberating , but it 's never boring ."
10190,0,There 's already been too many of these films ...
10171,2,"while -LRB- Roman Coppola -RRB- scores points for style , he staggers in terms of story ."
689,2,The film favors the scientific over the spectacular -LRB- visually speaking -RRB- .
5752,3,"Coy but exhilarating , with really solid performances by Ving Rhames and Wesley Snipes ."
6873,3,"It 's truly awful and heartbreaking subject matter , but one whose lessons are well worth revisiting as many times as possible ."
11431,1,The problem with `` XXX '' is that its own action is n't very effective .
6981,2,"If there ai n't none , you have a problem ."
3205,3,He 's the scariest guy you 'll see all summer .
8805,3,"Some Body is a shaky , uncertain film that nevertheless touches a few raw nerves ."
6919,1,"It 's so crammed with scenes and vistas and pretty moments that it 's left a few crucial things out , like character development and coherence ."
3032,3,"Instead of hitting the audience over the head with a moral , Schrader relies on subtle ironies and visual devices to convey point of view ."
10684,2,Let 's face it -- there are n't many reasons anyone would want to see Crossroads if they 're not big fans of teen pop kitten Britney Spears .
8902,1,"An empty exercise , a florid but ultimately vapid crime melodrama with lots of surface flash but little emotional resonance ."
9756,2,"This one is certainly well-meaning , but it 's also simple-minded and contrived ."
1579,3,"The film is ... determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation ."
9976,0,What 's missing in Murder by Numbers is any real psychological grounding for the teens ' deviant behaviour .
5544,3,"Birthday Girl does n't try to surprise us with plot twists , but rather seems to enjoy its own transparency ."
10698,1,"Too much of Storytelling moves away from Solondz 's social critique , casting its audience as that of intellectual lector in contemplation of the auteur 's professional injuries ."
10167,1,"Formulaic to the 51st power , more like ."
360,3,"Rock solid family fun out of the gates , extremely imaginative through out , but wanes in the middle"
5467,2,Debate it .
10873,1,"Sadly , ` Garth ' has n't progressed as nicely as ` Wayne . '"
2598,3,"There 's real visual charge to the filmmaking , and a strong erotic spark to the most crucial lip-reading sequence ."
4637,3,-LRB- A -RRB- strong piece of work .
2773,1,"Filled with low-brow humor , gratuitous violence and a disturbing disregard for life ."
